symbol,start_date,end_date
DFMAX,2020-01-01,2025-07-10
DFMIX,2020-01-01,2025-07-10
DFS,2020-01-01,2025-07-10
DFSGX,2020-01-01,2025-07-10
DFSIX,2020-01-01,2025-07-10
DG,2020-01-01,2025-07-10
DGAGX,2020-01-01,2025-07-10
DGICA,2020-01-01,2025-07-10
DGICB,2020-01-01,2025-07-10
DGIFX,2020-01-01,2025-07-10
DGIGX,2020-01-01,2025-07-10
DGLAX,2020-01-01,2025-07-10
DGLCX,2020-01-01,2025-07-10
DGLRX,2020-01-01,2025-07-10
DGLYX,2020-01-01,2025-07-10
DGX,2020-01-01,2025-07-10
DGYGX,2020-01-01,2025-07-10
DH,2020-01-01,2025-07-10
DHAMX,2020-01-01,2025-07-10
DHANX,2020-01-01,2025-07-10
DHC,2020-01-01,2025-07-10
DHI,2020-01-01,2025-07-10
DHLAX,2020-01-01,2025-07-10
DHLRX,2020-01-01,2025-07-10
DHLSX,2020-01-01,2025-07-10
DHLTX,2020-01-01,2025-07-10
DHLYX,2020-01-01,2025-07-10
DHR,2020-01-01,2025-07-10
DHT,2020-01-01,2025-07-10
DHTAX,2020-01-01,2025-07-10
DHTYX,2020-01-01,2025-07-10
DHX,2020-01-01,2025-07-10
DIAMX,2020-01-01,2025-07-10
DIAYX,2020-01-01,2025-07-10
DIEMX,2020-01-01,2025-07-10
DILRX,2020-01-01,2025-07-10
DINRF,2020-01-01,2025-07-10
DIS,2020-01-01,2025-07-10
DISAX,2020-01-01,2025-07-10
DISCX,2020-01-01,2025-07-10
DISMX,2020-01-01,2025-07-10
DISPF,2020-01-01,2025-07-10
DISRX,2020-01-01,2025-07-10
DISYX,2020-01-01,2025-07-10
DIVHX,2020-01-01,2025-07-10
DIVPX,2020-01-01,2025-07-10
DK,2020-01-01,2025-07-10
DKNG,2020-01-01,2025-07-10
DLR,2020-01-01,2025-07-10
DLTH,2020-01-01,2025-07-10
DLTR,2020-01-01,2025-07-10
DMAGX,2020-01-01,2025-07-10
DNDGX,2020-01-01,2025-07-10
DNHYX,2020-01-01,2025-07-10
DNINX,2020-01-01,2025-07-10
DNOW,2020-01-01,2025-07-10
DNSMX,2020-01-01,2025-07-10
DOCN,2020-01-01,2025-07-10
DOCS,2020-01-01,2025-07-10
DODBX,2020-01-01,2025-07-10
DODFX,2020-01-01,2025-07-10
DODGX,2020-01-01,2025-07-10
DODWX,2020-01-01,2025-07-10
DOLE,2020-01-01,2025-07-10
DOUG,2020-01-01,2025-07-10
DOV,2020-01-01,2025-07-10
DQ,2020-01-01,2025-07-10
DRCT,2020-01-01,2025-07-10
DREGX,2020-01-01,2025-07-10
DRESX,2020-01-01,2025-07-10
DREVX,2020-01-01,2025-07-10
DRI,2020-01-01,2025-07-10
DRIOX,2020-01-01,2025-07-10
DSCPX,2020-01-01,2025-07-10
DSCSY,2020-01-01,2025-07-10
DSGX,2020-01-01,2025-07-10
DSPIX,2020-01-01,2025-07-10
DTC,2020-01-01,2025-07-10
DTE,2020-01-01,2025-07-10
DUK,2020-01-01,2025-07-10
DURPX,2020-01-01,2025-07-10
DUSLX,2020-01-01,2025-07-10
DVA,2020-01-01,2025-07-10
DVN,2020-01-01,2025-07-10
DVSMX,2020-01-01,2025-07-10
DX,2020-01-01,2025-07-10
DXC,2020-01-01,2025-07-10
DXQLX,2020-01-01,2025-07-10
E,2020-01-01,2025-07-10
EA,2020-01-01,2025-07-10
EAALX,2020-01-01,2025-07-10
EAASX,2020-01-01,2025-07-10
EAEAX,2020-01-01,2025-07-10
EAFVX,2020-01-01,2025-07-10
EAGCX,2020-01-01,2025-07-10
EAT,2020-01-01,2025-07-10
EBAY,2020-01-01,2025-07-10
EC,2020-01-01,2025-07-10
ECASX,2020-01-01,2025-07-10
ECC,2020-01-01,2025-07-10
ECEAX,2020-01-01,2025-07-10
ECFVX,2020-01-01,2025-07-10
ECL,2020-01-01,2025-07-10
ECSTX,2020-01-01,2025-07-10
ED,2020-01-01,2025-07-10
EDN,2020-01-01,2025-07-10
EFC,2020-01-01,2025-07-10
EFCAX,2020-01-01,2025-07-10
EFCCX,2020-01-01,2025-07-10
EFCIX,2020-01-01,2025-07-10
EFCNX,2020-01-01,2025-07-10
EFT,2020-01-01,2025-07-10
EFX,2020-01-01,2025-07-10
EFXT,2020-01-01,2025-07-10
EGO,2020-01-01,2025-07-10
EGY,2020-01-01,2025-07-10
EHSTX,2020-01-01,2025-07-10
EHTH,2020-01-01,2025-07-10
EICCX,2020-01-01,2025-07-10
EICIX,2020-01-01,2025-07-10
EICVX,2020-01-01,2025-07-10
EIEAX,2020-01-01,2025-07-10
EIFVX,2020-01-01,2025-07-10
EILGX,2020-01-01,2025-07-10
EILVX,2020-01-01,2025-07-10
EIPFX,2020-01-01,2025-07-10
EIPIX,2020-01-01,2025-07-10
EISMX,2020-01-01,2025-07-10
EIX,2020-01-01,2025-07-10
EKGAX,2020-01-01,2025-07-10
EKGCX,2020-01-01,2025-07-10
EKGIX,2020-01-01,2025-07-10
EKGYX,2020-01-01,2025-07-10
EL,2020-01-01,2025-07-10
ELEV,2020-01-01,2025-07-10
ELF,2020-01-01,2025-07-10
ELFNX,2020-01-01,2025-07-10
ELME,2020-01-01,2025-07-10
ELP,2020-01-01,2025-07-10
EMBC,2020-01-01,2025-07-10
EMN,2020-01-01,2025-07-10
EMR,2020-01-01,2025-07-10
ENPIX,2020-01-01,2025-07-10
ENPSX,2020-01-01,2025-07-10
ENS,2020-01-01,2025-07-10
ENSBX,2020-01-01,2025-07-10
ENTG,2020-01-01,2025-07-10
EOG,2020-01-01,2025-07-10
EPD,2020-01-01,2025-07-10
EPDIX,2020-01-01,2025-07-10
EPDPX,2020-01-01,2025-07-10
EPGAX,2020-01-01,2025-07-10
EPGCX,2020-01-01,2025-07-10
EQH,2020-01-01,2025-07-10
EQIX,2020-01-01,2025-07-10
EQPGX,2020-01-01,2025-07-10
EQR,2020-01-01,2025-07-10
EQT,2020-01-01,2025-07-10
ERASX,2020-01-01,2025-07-10
ERIC,2020-01-01,2025-07-10
ERII,2020-01-01,2025-07-10
ERLVX,2020-01-01,2025-07-10
ERSMX,2020-01-01,2025-07-10
ERSTX,2020-01-01,2025-07-10
ES,2020-01-01,2025-07-10
ESGCX,2020-01-01,2025-07-10
ESGMX,2020-01-01,2025-07-10
ESGNX,2020-01-01,2025-07-10
ESGR,2020-01-01,2025-07-10
ESGYX,2020-01-01,2025-07-10
ESS,2020-01-01,2025-07-10
ESTC,2020-01-01,2025-07-10
ET,2020-01-01,2025-07-10
ETG,2020-01-01,2025-07-10
ETHE,2020-01-01,2025-07-10
ETN,2020-01-01,2025-07-10
ETO,2020-01-01,2025-07-10
ETR,2020-01-01,2025-07-10
ETSY,2020-01-01,2025-07-10
ETY,2020-01-01,2025-07-10
EVA,2020-01-01,2025-07-10
EVDAX,2020-01-01,2025-07-10
EVDIX,2020-01-01,2025-07-10
EVH,2020-01-01,2025-07-10
EVSAX,2020-01-01,2025-07-10
EVSIX,2020-01-01,2025-07-10
EVSRX,2020-01-01,2025-07-10
EVSTX,2020-01-01,2025-07-10
EVSYX,2020-01-01,2025-07-10
EW,2020-01-01,2025-07-10
EWCZ,2020-01-01,2025-07-10
EWMCX,2020-01-01,2025-07-10
EXC,2020-01-01,2025-07-10
EXEYX,2020-01-01,2025-07-10
EXFY,2020-01-01,2025-07-10
EXHAX,2020-01-01,2025-07-10
EXOSX,2020-01-01,2025-07-10
EXPD,2020-01-01,2025-07-10
EXPE,2020-01-01,2025-07-10
EXR,2020-01-01,2025-07-10
EZPW,2020-01-01,2025-07-10
F,2020-01-01,2025-07-10
FABCX,2020-01-01,2025-07-10
FABLX,2020-01-01,2025-07-10
FACGX,2020-01-01,2025-07-10
FACVX,2020-01-01,2025-07-10
FADTX,2020-01-01,2025-07-10
FAEGX,2020-01-01,2025-07-10
FAFCX,2020-01-01,2025-07-10
FAFDX,2020-01-01,2025-07-10
FAFFX,2020-01-01,2025-07-10
FAFSX,2020-01-01,2025-07-10
FAGAX,2020-01-01,2025-07-10
FAGCX,2020-01-01,2025-07-10
FAGNX,2020-01-01,2025-07-10
FAGOX,2020-01-01,2025-07-10
FAHHX,2020-01-01,2025-07-10
FAIGX,2020-01-01,2025-07-10
FAIOX,2020-01-01,2025-07-10
FALAX,2020-01-01,2025-07-10
FALCX,2020-01-01,2025-07-10
FALGX,2020-01-01,2025-07-10
FALIX,2020-01-01,2025-07-10
FAMKX,2020-01-01,2025-07-10
FAMRX,2020-01-01,2025-07-10
FANAX,2020-01-01,2025-07-10
FANIX,2020-01-01,2025-07-10
FARO,2020-01-01,2025-07-10
FASDX,2020-01-01,2025-07-10
FAST,2020-01-01,2025-07-10
FATEX,2020-01-01,2025-07-10
FATIX,2020-01-01,2025-07-10
FAUFX,2020-01-01,2025-07-10
FAVFX,2020-01-01,2025-07-10
FBAKX,2020-01-01,2025-07-10
FBALX,2020-01-01,2025-07-10
FBGKX,2020-01-01,2025-07-10
FBGRX,2020-01-01,2025-07-10
FBLYX,2020-01-01,2025-07-10
FBMPX,2020-01-01,2025-07-10
FBUSX,2020-01-01,2025-07-10
FCAGX,2020-01-01,2025-07-10
FCAKX,2020-01-01,2025-07-10
FCCGX,2020-01-01,2025-07-10
FCCVX,2020-01-01,2025-07-10
FCDAX,2020-01-01,2025-07-10
FCDCX,2020-01-01,2025-07-10
FCDIX,2020-01-01,2025-07-10
FCDTX,2020-01-01,2025-07-10
FCFFX,2020-01-01,2025-07-10
FCGCX,2020-01-01,2025-07-10
FCGEX,2020-01-01,2025-07-10
FCGIX,2020-01-01,2025-07-10
FCHIX,2020-01-01,2025-07-10
FCIGX,2020-01-01,2025-07-10
FCIRX,2020-01-01,2025-07-10
FCIUX,2020-01-01,2025-07-10
FCIVX,2020-01-01,2025-07-10
FCIWX,2020-01-01,2025-07-10
FCLKX,2020-01-01,2025-07-10
FCNCA,2020-01-01,2025-07-10
FCPAX,2020-01-01,2025-07-10
FCPCX,2020-01-01,2025-07-10
FCPGX,2020-01-01,2025-07-10
FCPIX,2020-01-01,2025-07-10
FCPVX,2020-01-01,2025-07-10
FCSDX,2020-01-01,2025-07-10
FCTDX,2020-01-01,2025-07-10
FCTGX,2020-01-01,2025-07-10
FCTKX,2020-01-01,2025-07-10
FCVAX,2020-01-01,2025-07-10
FCVCX,2020-01-01,2025-07-10
FCVFX,2020-01-01,2025-07-10
FCVIX,2020-01-01,2025-07-10
FCVSX,2020-01-01,2025-07-10
FCVTX,2020-01-01,2025-07-10
FCX,2020-01-01,2025-07-10
FDAGX,2020-01-01,2025-07-10
FDCAX,2020-01-01,2025-07-10
FDCGX,2020-01-01,2025-07-10
FDCPX,2020-01-01,2025-07-10
FDEEX,2020-01-01,2025-07-10
FDESX,2020-01-01,2025-07-10
FDFAX,2020-01-01,2025-07-10
FDFIX,2020-01-01,2025-07-10
FDIGX,2020-01-01,2025-07-10
FDLSX,2020-01-01,2025-07-10
FDSCX,2020-01-01,2025-07-10
FDSVX,2020-01-01,2025-07-10
FDTCX,2020-01-01,2025-07-10
FDTEX,2020-01-01,2025-07-10
FDTGX,2020-01-01,2025-07-10
FDTIX,2020-01-01,2025-07-10
FDTOX,2020-01-01,2025-07-10
FDUS,2020-01-01,2025-07-10
FDX,2020-01-01,2025-07-10
FE,2020-01-01,2025-07-10
FEAAX,2020-01-01,2025-07-10
FEATX,2020-01-01,2025-07-10
FEDAX,2020-01-01,2025-07-10
FEDDX,2020-01-01,2025-07-10
FEDGX,2020-01-01,2025-07-10
FEDIX,2020-01-01,2025-07-10
FEDTX,2020-01-01,2025-07-10
FEGIX,2020-01-01,2025-07-10
FEGOX,2020-01-01,2025-07-10
FEGRX,2020-01-01,2025-07-10
FELAX,2020-01-01,2025-07-10
FELCX,2020-01-01,2025-07-10
FELIX,2020-01-01,2025-07-10
FELTX,2020-01-01,2025-07-10
FERCX,2020-01-01,2025-07-10
FERIX,2020-01-01,2025-07-10
FESGX,2020-01-01,2025-07-10
FET,2020-01-01,2025-07-10
FEURX,2020-01-01,2025-07-10
FEVAX,2020-01-01,2025-07-10
FEVCX,2020-01-01,2025-07-10
FEVIX,2020-01-01,2025-07-10
FEVRX,2020-01-01,2025-07-10
FEYAX,2020-01-01,2025-07-10
FEYCX,2020-01-01,2025-07-10
FEYIX,2020-01-01,2025-07-10
FEYTX,2020-01-01,2025-07-10
FFGAX,2020-01-01,2025-07-10
FFGCX,2020-01-01,2025-07-10
FFGIX,2020-01-01,2025-07-10
FFGTX,2020-01-01,2025-07-10
FFIV,2020-01-01,2025-07-10
FFNOX,2020-01-01,2025-07-10
FFSIX,2020-01-01,2025-07-10
FFTHX,2020-01-01,2025-07-10
FFTYX,2020-01-01,2025-07-10
FGABX,2020-01-01,2025-07-10
FGADX,2020-01-01,2025-07-10
FGDKX,2020-01-01,2025-07-10
FGDMX,2020-01-01,2025-07-10
FGEMX,2020-01-01,2025-07-10
FGFAX,2020-01-01,2025-07-10
FGFCX,2020-01-01,2025-07-10
FGFLX,2020-01-01,2025-07-10
FGFRX,2020-01-01,2025-07-10
FGHMX,2020-01-01,2025-07-10
FGIKX,2020-01-01,2025-07-10
FGILX,2020-01-01,2025-07-10
FGIOX,2020-01-01,2025-07-10
FGIRX,2020-01-01,2025-07-10
FGITX,2020-01-01,2025-07-10
FGIUX,2020-01-01,2025-07-10
FGIZX,2020-01-01,2025-07-10
FGJMX,2020-01-01,2025-07-10
FGKMX,2020-01-01,2025-07-10
FGLGX,2020-01-01,2025-07-10
FGPMX,2020-01-01,2025-07-10
FGRCX,2020-01-01,2025-07-10
FGRIX,2020-01-01,2025-07-10
FGRSX,2020-01-01,2025-07-10
FGRTX,2020-01-01,2025-07-10
FGSAX,2020-01-01,2025-07-10
FGSCX,2020-01-01,2025-07-10
FGSIX,2020-01-01,2025-07-10
FGSKX,2020-01-01,2025-07-10
FGTAX,2020-01-01,2025-07-10
FGTNX,2020-01-01,2025-07-10
FHAIX,2020-01-01,2025-07-10
FHIRX,2020-01-01,2025-07-10
FHOFX,2020-01-01,2025-07-10
FHQRX,2020-01-01,2025-07-10
FHRRX,2020-01-01,2025-07-10
FHYSX,2020-01-01,2025-07-10
FIAGX,2020-01-01,2025-07-10
FIASX,2020-01-01,2025-07-10
FIATX,2020-01-01,2025-07-10
FICGX,2020-01-01,2025-07-10
FICHX,2020-01-01,2025-07-10
FICIX,2020-01-01,2025-07-10
FICSX,2020-01-01,2025-07-10
FICVX,2020-01-01,2025-07-10
FIDGX,2020-01-01,2025-07-10
FIDLX,2020-01-01,2025-07-10
FIDZX,2020-01-01,2025-07-10
FIFFX,2020-01-01,2025-07-10
FIFNX,2020-01-01,2025-07-10
FIFOX,2020-01-01,2025-07-10
FIFPX,2020-01-01,2025-07-10
FIFQX,2020-01-01,2025-07-10
FIFVX,2020-01-01,2025-07-10
FIFWX,2020-01-01,2025-07-10
FIGCX,2020-01-01,2025-07-10
FIGFX,2020-01-01,2025-07-10
FIGSX,2020-01-01,2025-07-10
FIIIX,2020-01-01,2025-07-10
FIJCX,2020-01-01,2025-07-10
FIJGX,2020-01-01,2025-07-10
FIJPX,2020-01-01,2025-07-10
FIKAX,2020-01-01,2025-07-10
FIKBX,2020-01-01,2025-07-10
FIKGX,2020-01-01,2025-07-10
FIKHX,2020-01-01,2025-07-10
FIKIX,2020-01-01,2025-07-10
FIKNX,2020-01-01,2025-07-10
FIMKX,2020-01-01,2025-07-10
FIMPX,2020-01-01,2025-07-10
FIONX,2020-01-01,2025-07-10
FIQCX,2020-01-01,2025-07-10
FIQGX,2020-01-01,2025-07-10
FIQIX,2020-01-01,2025-07-10
FIQLX,2020-01-01,2025-07-10
FIQPX,2020-01-01,2025-07-10
FIQQX,2020-01-01,2025-07-10
FIQRX,2020-01-01,2025-07-10
FIQVX,2020-01-01,2025-07-10
FIQWX,2020-01-01,2025-07-10
FIS,2020-01-01,2025-07-10
FISMX,2020-01-01,2025-07-10
FITB,2020-01-01,2025-07-10
FITGX,2020-01-01,2025-07-10
FITLX,2020-01-01,2025-07-10
FIVFX,2020-01-01,2025-07-10
FIVN,2020-01-01,2025-07-10
FIXIX,2020-01-01,2025-07-10
FJPCX,2020-01-01,2025-07-10
FJPIX,2020-01-01,2025-07-10
FJPNX,2020-01-01,2025-07-10
FJPTX,2020-01-01,2025-07-10
FKGLX,2020-01-01,2025-07-10
FKRCX,2020-01-01,2025-07-10
FL,2020-01-01,2025-07-10
FLCCX,2020-01-01,2025-07-10
FLCSX,2020-01-01,2025-07-10
FLEX,2020-01-01,2025-07-10
FLR,2020-01-01,2025-07-10
FLS,2020-01-01,2025-07-10
FLXS,2020-01-01,2025-07-10
FMC,2020-01-01,2025-07-10
FMCKX,2020-01-01,2025-07-10
FMCLX,2020-01-01,2025-07-10
FMCRX,2020-01-01,2025-07-10
FMDCX,2020-01-01,2025-07-10
FMEUX,2020-01-01,2025-07-10
FMFMX,2020-01-01,2025-07-10
FMGIX,2020-01-01,2025-07-10
FMIJX,2020-01-01,2025-07-10
FMILX,2020-01-01,2025-07-10
FMIYX,2020-01-01,2025-07-10
FMPFX,2020-01-01,2025-07-10
FMSTX,2020-01-01,2025-07-10
FMURX,2020-01-01,2025-07-10
FMY,2020-01-01,2025-07-10
FNARX,2020-01-01,2025-07-10
FNCMX,2020-01-01,2025-07-10
FNF,2020-01-01,2025-07-10
FNKO,2020-01-01,2025-07-10
FNORX,2020-01-01,2025-07-10
FNRCX,2020-01-01,2025-07-10
FNSDX,2020-01-01,2025-07-10
FOBAX,2020-01-01,2025-07-10
FOBPX,2020-01-01,2025-07-10
FOCKX,2020-01-01,2025-07-10
FOCPX,2020-01-01,2025-07-10
FOR,2020-01-01,2025-07-10
FORM,2020-01-01,2025-07-10
FOSFX,2020-01-01,2025-07-10
FOSKX,2020-01-01,2025-07-10
FOSL,2020-01-01,2025-07-10
FOX,2020-01-01,2025-07-10
FOXA,2020-01-01,2025-07-10
FPACX,2020-01-01,2025-07-10
FPBFX,2020-01-01,2025-07-10
FPCSX,2020-01-01,2025-07-10
FPH,2020-01-01,2025-07-10
FPI,2020-01-01,2025-07-10
FPIOX,2020-01-01,2025-07-10
FPJAX,2020-01-01,2025-07-10
FRDAX,2020-01-01,2025-07-10
FRDPX,2020-01-01,2025-07-10
FRDRX,2020-01-01,2025-07-10
FRDTX,2020-01-01,2025-07-10
FREEX,2020-01-01,2025-07-10
FRESX,2020-01-01,2025-07-10
FRGOX,2020-01-01,2025-07-10
FRISX,2020-01-01,2025-07-10
FRLAX,2020-01-01,2025-07-10
FRMPX,2020-01-01,2025-07-10
FRPH,2020-01-01,2025-07-10
FRRSX,2020-01-01,2025-07-10
FRT,2020-01-01,2025-07-10
FSBCX,2020-01-01,2025-07-10
FSBKX,2020-01-01,2025-07-10
FSBLX,2020-01-01,2025-07-10
FSCDX,2020-01-01,2025-07-10
FSCEX,2020-01-01,2025-07-10
FSCIX,2020-01-01,2025-07-10
FSCRX,2020-01-01,2025-07-10
FSCSX,2020-01-01,2025-07-10
FSCTX,2020-01-01,2025-07-10
FSDIX,2020-01-01,2025-07-10
FSEAX,2020-01-01,2025-07-10
FSELX,2020-01-01,2025-07-10
FSENX,2020-01-01,2025-07-10
FSERX,2020-01-01,2025-07-10
FSHCX,2020-01-01,2025-07-10
FSHNX,2020-01-01,2025-07-10
FSHOX,2020-01-01,2025-07-10
FSIDX,2020-01-01,2025-07-10
FSK,2020-01-01,2025-07-10
FSKAX,2020-01-01,2025-07-10
FSLBX,2020-01-01,2025-07-10
FSLR,2020-01-01,2025-07-10
FSMDX,2020-01-01,2025-07-10
FSMEX,2020-01-01,2025-07-10
FSNUX,2020-01-01,2025-07-10
FSPCX,2020-01-01,2025-07-10
FSPHX,2020-01-01,2025-07-10
FSPSX,2020-01-01,2025-07-10
FSPTX,2020-01-01,2025-07-10
FSRFX,2020-01-01,2025-07-10
FSRNX,2020-01-01,2025-07-10
FSRPX,2020-01-01,2025-07-10
FSSZX,2020-01-01,2025-07-10
FSTBX,2020-01-01,2025-07-10
FSTCX,2020-01-01,2025-07-10
FSTKX,2020-01-01,2025-07-10
FSTLX,2020-01-01,2025-07-10
FSTRX,2020-01-01,2025-07-10
FSTSX,2020-01-01,2025-07-10
FSUTX,2020-01-01,2025-07-10
FTAHX,2020-01-01,2025-07-10
FTCVX,2020-01-01,2025-07-10
FTFFX,2020-01-01,2025-07-10
FTGRX,2020-01-01,2025-07-10
FTHAX,2020-01-01,2025-07-10
FTHCX,2020-01-01,2025-07-10
FTHFX,2020-01-01,2025-07-10
FTHNX,2020-01-01,2025-07-10
FTHSX,2020-01-01,2025-07-10
FTHY,2020-01-01,2025-07-10
FTI,2020-01-01,2025-07-10
FTISX,2020-01-01,2025-07-10
FTMIX,2020-01-01,2025-07-10
FTMKX,2020-01-01,2025-07-10
FTNT,2020-01-01,2025-07-10
FTQGX,2020-01-01,2025-07-10
FTRIX,2020-01-01,2025-07-10
FTRNX,2020-01-01,2025-07-10
FTSAX,2020-01-01,2025-07-10
FTSDX,2020-01-01,2025-07-10
FTSIX,2020-01-01,2025-07-10
FTUAX,2020-01-01,2025-07-10
FTUCX,2020-01-01,2025-07-10
FTUIX,2020-01-01,2025-07-10
FTUTX,2020-01-01,2025-07-10
FTV,2020-01-01,2025-07-10
FTVAX,2020-01-01,2025-07-10
FTVCX,2020-01-01,2025-07-10
FTVFX,2020-01-01,2025-07-10
FTVNX,2020-01-01,2025-07-10
FTVSX,2020-01-01,2025-07-10
FTVZX,2020-01-01,2025-07-10
FTXCX,2020-01-01,2025-07-10
FTXFX,2020-01-01,2025-07-10
FTXNX,2020-01-01,2025-07-10
FTXSX,2020-01-01,2025-07-10
FTYCX,2020-01-01,2025-07-10
FUGAX,2020-01-01,2025-07-10
FUGCX,2020-01-01,2025-07-10
FUGIX,2020-01-01,2025-07-10
FUQIX,2020-01-01,2025-07-10
FVHIX,2020-01-01,2025-07-10
FVIFX,2020-01-01,2025-07-10
FVLZX,2020-01-01,2025-07-10
FVWSX,2020-01-01,2025-07-10
FWRG,2020-01-01,2025-07-10
FWTKX,2020-01-01,2025-07-10
FXAIX,2020-01-01,2025-07-10
FZAAX,2020-01-01,2025-07-10
FZACX,2020-01-01,2025-07-10
FZAEX,2020-01-01,2025-07-10
FZAFX,2020-01-01,2025-07-10
FZAHX,2020-01-01,2025-07-10
FZAJX,2020-01-01,2025-07-10
FZALX,2020-01-01,2025-07-10
FZAOX,2020-01-01,2025-07-10
GAAAX,2020-01-01,2025-07-10
GAAHX,2020-01-01,2025-07-10
GABGX,2020-01-01,2025-07-10
GAIN,2020-01-01,2025-07-10
GALLX,2020-01-01,2025-07-10
GAM,2020-01-01,2025-07-10
GAM-PB,2020-01-01,2025-07-10
GAP,2020-01-01,2025-07-10
GARIX,2020-01-01,2025-07-10
GBATX,2020-01-01,2025-07-10
GBDC,2020-01-01,2025-07-10
GBTC,2020-01-01,2025-07-10
GBX,2020-01-01,2025-07-10
GCBLX,2020-01-01,2025-07-10
GCBUX,2020-01-01,2025-07-10
GCCAX,2020-01-01,2025-07-10
GCCHX,2020-01-01,2025-07-10
GCCLX,2020-01-01,2025-07-10
GCEQX,2020-01-01,2025-07-10
GCEUX,2020-01-01,2025-07-10
GCI,2020-01-01,2025-07-10
GCLLX,2020-01-01,2025-07-10
GCPAX,2020-01-01,2025-07-10
GCPCX,2020-01-01,2025-07-10
GCPNX,2020-01-01,2025-07-10
GCPYX,2020-01-01,2025-07-10
GD,2020-01-01,2025-07-10
GDDY,2020-01-01,2025-07-10
GDOT,2020-01-01,2025-07-10
GE,2020-01-01,2025-07-10
GEACX,2020-01-01,2025-07-10
GEMEX,2020-01-01,2025-07-10
GEMMX,2020-01-01,2025-07-10
GEMNX,2020-01-01,2025-07-10
GEQYX,2020-01-01,2025-07-10
GEQZX,2020-01-01,2025-07-10
GERN,2020-01-01,2025-07-10
GES,2020-01-01,2025-07-10
GETGX,2020-01-01,2025-07-10
GFCUX,2020-01-01,2025-07-10
GGB,2020-01-01,2025-07-10
GGCAX,2020-01-01,2025-07-10
GGCCX,2020-01-01,2025-07-10
GGCIX,2020-01-01,2025-07-10
GGDPX,2020-01-01,2025-07-10
GGEAX,2020-01-01,2025-07-10
GGEIX,2020-01-01,2025-07-10
GGESX,2020-01-01,2025-07-10
GGIPX,2020-01-01,2025-07-10
GGOAX,2020-01-01,2025-07-10
GGOCX,2020-01-01,2025-07-10
GGOIX,2020-01-01,2025-07-10
GGORX,2020-01-01,2025-07-10
GGOSX,2020-01-01,2025-07-10
GGOTX,2020-01-01,2025-07-10
GGOUX,2020-01-01,2025-07-10
GGQPX,2020-01-01,2025-07-10
GGZPX,2020-01-01,2025-07-10
GHLD,2020-01-01,2025-07-10
GHM,2020-01-01,2025-07-10
GHVIX,2020-01-01,2025-07-10
GIBAX,2020-01-01,2025-07-10
GIBCX,2020-01-01,2025-07-10
GIBIX,2020-01-01,2025-07-10
GIBLX,2020-01-01,2025-07-10
GIBRX,2020-01-01,2025-07-10
GICAX,2020-01-01,2025-07-10
GICCX,2020-01-01,2025-07-10
GICIX,2020-01-01,2025-07-10
GICUX,2020-01-01,2025-07-10
GIFAX,2020-01-01,2025-07-10
GIFCX,2020-01-01,2025-07-10
GIFIX,2020-01-01,2025-07-10
GIFPX,2020-01-01,2025-07-10
GIFSX,2020-01-01,2025-07-10
GIKRX,2020-01-01,2025-07-10
GILD,2020-01-01,2025-07-10
GILDX,2020-01-01,2025-07-10
GILFX,2020-01-01,2025-07-10
GILHX,2020-01-01,2025-07-10
GILLX,2020-01-01,2025-07-10
GILPX,2020-01-01,2025-07-10
GILT,2020-01-01,2025-07-10
GIOAX,2020-01-01,2025-07-10
GIOCX,2020-01-01,2025-07-10
GIOIX,2020-01-01,2025-07-10
GIOPX,2020-01-01,2025-07-10
GIOSX,2020-01-01,2025-07-10
GIRLX,2020-01-01,2025-07-10
GIS,2020-01-01,2025-07-10
GISOX,2020-01-01,2025-07-10
GISYX,2020-01-01,2025-07-10
GIUSX,2020-01-01,2025-07-10
GL,2020-01-01,2025-07-10
GLBE,2020-01-01,2025-07-10
GLFOX,2020-01-01,2025-07-10
GLIFX,2020-01-01,2025-07-10
GLW,2020-01-01,2025-07-10
GM,2020-01-01,2025-07-10
GMCDX,2020-01-01,2025-07-10
GMDFX,2020-01-01,2025-07-10
GMEMX,2020-01-01,2025-07-10
GMODX,2020-01-01,2025-07-10
GMOEX,2020-01-01,2025-07-10
GMOLX,2020-01-01,2025-07-10
GMOQX,2020-01-01,2025-07-10
GMOWX,2020-01-01,2025-07-10
GNL,2020-01-01,2025-07-10
GNL-PA,2020-01-01,2025-07-10
GNSRX,2020-01-01,2025-07-10
GOFIX,2020-01-01,2025-07-10
GOLD,2020-01-01,2025-07-10
GOOG,2020-01-01,2025-07-15
GOOGL,2020-01-01,2025-07-10
GOVIX,2020-01-01,2025-07-10
GPC,2020-01-01,2025-07-10
GPMT,2020-01-01,2025-07-10
GPN,2020-01-01,2025-07-10
GPRO,2020-01-01,2025-07-10
GQEFX,2020-01-01,2025-07-10
GQEIX,2020-01-01,2025-07-10
GQEPX,2020-01-01,2025-07-10
GQERX,2020-01-01,2025-07-10
GQESX,2020-01-01,2025-07-10
GQETX,2020-01-01,2025-07-10
GQGIX,2020-01-01,2025-07-10
GQGPX,2020-01-01,2025-07-10
GQGRX,2020-01-01,2025-07-10
GQLIX,2020-01-01,2025-07-10
GQLOX,2020-01-01,2025-07-10
GQRIX,2020-01-01,2025-07-10
GQRPX,2020-01-01,2025-07-10
GQRRX,2020-01-01,2025-07-10
GRAB,2020-01-01,2025-07-10
GRC,2020-01-01,2025-07-10
